BOROUGH,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,LAND SQUARE FEET,YEAR BUILT,LOT,SALE PRICE
Brooklyn,2,2,3440.0,2167.0,1931,42,400000.0
Brooklyn,2,2,3280.0,2000.0,1933,40,620000.0
Brooklyn,3,1,3360.0,1600.0,1920,34,155792.0
Brooklyn,0,1,1440.0,2100.0,1925,50,750000.0
Brooklyn,0,1,1138.0,2110.0,1930,8,400000.0
Brooklyn,0,1,1138.0,2110.0,1930,8,402208.0
Brooklyn,0,2,18424.0,22000.0,1955,13,1930000.0
Brooklyn,0,3,4140.0,4000.0,1931,26,1325000.0
Brooklyn,0,2,2400.0,1934.0,1931,3,1000.0
Brooklyn,0,1,3000.0,4000.0,1931,8,1050000.0
Brooklyn,0,2,10000.0,8000.0,1958,23,2200000.0
Brooklyn,0,1,8265.0,4040.0,1930,38,3650000.0
Brooklyn,0,3,3300.0,1600.0,1931,6,1000000.0
Brooklyn,4,1,3300.0,2000.0,1931,45,10.0
Brooklyn,4,1,3300.0,2000.0,1931,45,900000.0
Brooklyn,2,3,3000.0,1950.0,1933,10,960000.0
Brooklyn,0,9,20600.0,10356.0,1939,1,12125000.0
Brooklyn,0,1,1500.0,2000.0,1957,24,360000.0
Brooklyn,0,0,0.0,4000.0,0,9,560000.0
Brooklyn,0,2,2880.0,4000.0,1931,26,725000.0
Brooklyn,0,0,0.0,4000.0,0,50,1925000.0
Brooklyn,0,1,1929.0,15560.0,1960,8,1800000.0
Brooklyn,0,1,4504.0,10000.0,1963,1,1000000.0
Brooklyn,0,0,1800.0,4000.0,1931,11,1050000.0
Brooklyn,0,2,4000.0,4000.0,1959,57,750000.0
Brooklyn,0,1,2897.0,2867.0,1950,60,900000.0
Brooklyn,0,2,7200.0,9000.0,1954,13,585000.0
Brooklyn,0,2,7200.0,9000.0,1954,13,1000.0
Brooklyn,0,1,2100.0,1800.0,1933,40,590000.0
Brooklyn,0,1,2100.0,1800.0,1933,41,550000.0
Brooklyn,0,0,1185.0,4000.0,1974,6,360000.0
Brooklyn,0,0,0.0,6000.0,0,29,700000.0
Brooklyn,0,0,0.0,2000.0,0,65,500000.0
Brooklyn,0,0,600.0,2000.0,1931,37,150000.0
Brooklyn,0,0,0.0,4050.0,0,181,175000.0
Brooklyn,1,0,1360.0,2083.0,1910,75,1335000.0
Brooklyn,1,0,1680.0,2000.0,1910,187,623000.0
Brooklyn,1,0,1765.0,1800.0,1910,51,1425000.0
Brooklyn,1,0,2776.0,2050.0,1905,60,2100000.0
Brooklyn,1,0,2656.0,2050.0,1905,77,2100000.0
Brooklyn,1,1,2480.0,1393.0,1930,8,800000.0
Brooklyn,1,0,3963.0,4000.0,1910,73,1700000.0
Brooklyn,1,0,2900.0,2100.0,1910,24,1900000.0
Brooklyn,1,0,1780.0,2100.0,1910,36,1950000.0
Brooklyn,1,0,4433.0,6000.0,1928,30,1595000.0
Brooklyn,1,0,1800.0,2000.0,1905,43,21644.0
Brooklyn,1,0,1800.0,2000.0,1905,60,1510000.0
Brooklyn,1,0,2764.0,2000.0,1901,8,1700000.0
Brooklyn,1,0,1800.0,2050.0,1901,89,1635000.0
Brooklyn,1,0,1272.0,1983.0,1901,36,1335000.0
Brooklyn,1,0,4056.0,2000.0,1910,36,2627500.0
Brooklyn,1,0,2328.0,1800.0,1920,46,2115000.0
Brooklyn,1,0,2328.0,1800.0,1920,152,1300000.0
Brooklyn,1,0,2820.0,2000.0,1910,21,1500000.0
Brooklyn,1,0,2904.0,2075.0,1910,88,1775000.0
Brooklyn,1,0,2353.0,3333.0,1901,76,1100000.0
Brooklyn,1,0,2030.0,6346.0,1920,75,1950000.0
Brooklyn,1,0,3348.0,2450.0,1901,75,1750000.0
Brooklyn,1,0,2048.0,2400.0,1905,27,1755000.0
Brooklyn,1,0,1158.0,1850.0,1905,5,654000.0
Brooklyn,2,0,2128.0,2000.0,1910,67,1050000.0
Brooklyn,2,0,2640.0,2940.0,1930,50,1492000.0
Brooklyn,2,0,2144.0,2000.0,1901,82,900000.0
Brooklyn,2,1,1890.0,917.0,1925,41,1270000.0
Brooklyn,2,0,2096.0,2000.0,1910,58,1220000.0
Brooklyn,2,0,2108.0,2000.0,1910,62,1400000.0
Brooklyn,2,0,2108.0,2000.0,1910,68,10.0
Brooklyn,2,0,2144.0,2050.0,1905,28,2000000.0
Brooklyn,2,0,3144.0,2050.0,1905,40,1502000.0
Brooklyn,2,0,3192.0,2050.0,1905,12,1299000.0
Brooklyn,2,0,2128.0,2050.0,1905,17,350000.0
Brooklyn,2,0,1808.0,2050.0,1920,68,950000.0
Brooklyn,2,0,1808.0,2050.0,1920,69,1070000.0
Brooklyn,2,0,1808.0,2050.0,1920,69,650000.0
Brooklyn,2,1,3300.0,1523.0,1925,72,1600000.0
Brooklyn,2,0,2128.0,2000.0,1920,21,950000.0
Brooklyn,2,0,1692.0,4000.0,1910,21,1300000.0
Brooklyn,2,0,1782.0,2000.0,1910,71,1339000.0
Brooklyn,2,0,2096.0,2025.0,1899,76,950000.0
Brooklyn,2,0,3240.0,2120.0,1910,57,440000.0
Brooklyn,2,1,3300.0,1700.0,1910,3,1250000.0
Brooklyn,2,1,4400.0,1700.0,1910,9,1250000.0
Brooklyn,2,0,2018.0,4000.0,1905,51,1340000.0
Brooklyn,2,0,2176.0,2000.0,1910,56,1225000.0
Brooklyn,2,0,2128.0,2000.0,1915,56,999999.0
Brooklyn,2,0,3576.0,2000.0,1901,30,1770000.0
Brooklyn,2,1,3000.0,1700.0,1910,8,850000.0
Brooklyn,2,0,2208.0,2000.0,1910,22,1315000.0
Brooklyn,2,0,3120.0,2000.0,1901,72,1324000.0
Brooklyn,2,0,2528.0,6000.0,1920,80,475000.0
Brooklyn,2,0,2916.0,2000.0,1910,14,1050000.0
Brooklyn,2,0,2916.0,2000.0,1910,16,2350000.0
Brooklyn,2,1,3360.0,1700.0,1910,1,1200000.0
Brooklyn,2,0,2128.0,2000.0,1910,36,1725000.0
Brooklyn,2,1,4830.0,1558.0,1930,49,850000.0
Brooklyn,2,0,2072.0,2400.0,1901,55,999999.0
Brooklyn,2,0,2072.0,2400.0,1901,55,470000.0
Brooklyn,2,1,3270.0,6012.0,1899,79,1650000.0
Brooklyn,2,0,4560.0,2120.0,2015,30,1685000.0
Brooklyn,2,0,3000.0,2450.0,1920,62,1485000.0
Brooklyn,2,0,2048.0,2400.0,1905,26,1690000.0
Brooklyn,3,0,2203.0,4000.0,1910,19,975000.0
Brooklyn,3,0,2794.0,4000.0,1901,12,1475000.0
Brooklyn,3,0,3072.0,3000.0,1901,30,1620000.0
Brooklyn,3,0,3516.0,2520.0,1905,19,1750000.0
Brooklyn,3,0,2964.0,1558.0,1910,50,10.0
Brooklyn,3,0,2964.0,1558.0,1910,50,10.0
Brooklyn,3,0,3264.0,2120.0,1915,8,1400000.0
Brooklyn,1,0,0.0,0.0,2008,1002,535000.0
Brooklyn,0,0,0.0,2000.0,1940,49,1480000.0
Brooklyn,0,0,0.0,2000.0,1940,49,1260000.0
Brooklyn,8,2,9375.0,2663.0,1906,1,2800000.0
Brooklyn,46,0,37763.0,13785.0,2009,25,20025000.0
Brooklyn,4,0,3200.0,2750.0,1931,65,70000.0
Brooklyn,4,0,3200.0,2000.0,1931,32,1300000.0
Brooklyn,4,0,3200.0,2000.0,1931,33,900000.0
Brooklyn,19,0,15300.0,3964.0,1910,302,750000.0
Brooklyn,40,6,35120.0,12000.0,1926,39,10460000.0
Brooklyn,10,0,13320.0,4688.0,1931,35,1180938.0
Brooklyn,4,0,5500.0,3063.0,1931,17,1940000.0
Brooklyn,106,0,88580.0,21725.0,1928,11,23806625.0
Brooklyn,60,0,57993.0,13685.0,1929,34,21250000.0
Brooklyn,40,0,44316.0,11000.0,1925,14,14250000.0
Brooklyn,0,0,0.0,0.0,1939,13,475018.0
Brooklyn,0,0,0.0,0.0,1939,13,1050000.0
Brooklyn,0,0,0.0,0.0,1939,13,490000.0
Brooklyn,0,0,0.0,0.0,1930,11,1149000.0
Brooklyn,0,0,0.0,0.0,1939,34,363000.0
Brooklyn,0,0,0.0,0.0,1939,34,640000.0
Brooklyn,0,0,0.0,0.0,1939,34,675000.0
Brooklyn,0,0,0.0,0.0,1940,1,370000.0
Brooklyn,0,0,0.0,0.0,1940,1,445000.0
Brooklyn,0,0,0.0,0.0,1940,1,407500.0
Brooklyn,0,0,0.0,0.0,1940,1,370000.0
Brooklyn,0,0,0.0,0.0,1940,1,442500.0
Brooklyn,0,0,0.0,0.0,1963,18,388000.0
Brooklyn,0,0,0.0,0.0,1963,18,435000.0
Brooklyn,0,0,0.0,0.0,1927,34,370000.0
Brooklyn,0,0,0.0,0.0,1927,34,132500.0
Brooklyn,0,0,0.0,0.0,1927,34,158000.0
Brooklyn,0,0,0.0,0.0,1927,34,175000.0
Brooklyn,0,0,0.0,0.0,1927,34,415000.0
Brooklyn,1,0,0.0,0.0,2007,1001,840000.0
Brooklyn,6,2,5238.0,2667.0,1931,45,1700000.0
Brooklyn,1,0,0.0,0.0,2015,1001,854312.0
Brooklyn,1,0,0.0,0.0,2015,1002,768778.0
Brooklyn,1,0,0.0,0.0,2015,1003,768778.0
Brooklyn,1,0,0.0,0.0,2015,1004,884859.0
Brooklyn,0,1,4960.0,6300.0,1905,9,2635000.0
Brooklyn,0,2,13994.0,7618.0,1930,4,1610000.0
Brooklyn,1,0,2344.0,2500.0,1920,17,1122000.0
Brooklyn,1,0,1648.0,2252.0,1920,25,999000.0
Brooklyn,1,0,1680.0,2202.0,1920,26,950000.0
Brooklyn,1,0,1584.0,1600.0,1940,84,420000.0
Brooklyn,1,1,2000.0,2000.0,1931,52,875000.0
Brooklyn,1,1,2000.0,2000.0,1931,52,443000.0
Brooklyn,1,0,1948.0,3827.0,1940,6,620000.0
Brooklyn,1,0,1024.0,1680.0,1940,10,228150.0
Brooklyn,1,0,2106.0,1800.0,1935,77,540000.0
Brooklyn,1,0,1980.0,1897.0,1935,11,565000.0
Brooklyn,1,0,1440.0,2058.0,1945,34,435000.0
Brooklyn,1,0,1192.0,1600.0,1945,47,350000.0
Brooklyn,1,0,1040.0,1667.0,1910,106,350000.0
Brooklyn,1,0,1360.0,2000.0,1920,142,590000.0
Brooklyn,1,0,1312.0,2000.0,1920,25,336500.0
Brooklyn,1,0,1051.0,2000.0,1920,36,365000.0
Brooklyn,1,0,1051.0,2000.0,1920,37,524000.0
Brooklyn,1,0,1696.0,2200.0,1920,13,570000.0
Brooklyn,1,0,1696.0,2200.0,1920,13,305000.0
Brooklyn,1,0,1400.0,2200.0,1920,17,600000.0
Brooklyn,1,1,2212.0,2820.0,1950,23,420000.0
Brooklyn,1,1,1200.0,950.0,1931,10,275000.0
Brooklyn,1,0,840.0,2585.0,1910,1,998000.0
Brooklyn,1,0,960.0,1250.0,1930,50,640000.0
Brooklyn,1,0,960.0,1175.0,1930,71,545000.0
Brooklyn,1,0,714.0,1713.0,1910,5,707500.0
Brooklyn,1,0,1236.0,1800.0,1910,20,600000.0
Brooklyn,1,0,1000.0,1800.0,1915,22,350000.0
Brooklyn,1,0,1320.0,1550.0,1920,138,1250000.0
Brooklyn,1,0,730.0,2000.0,1915,35,800000.0
Brooklyn,1,0,2065.0,1800.0,1945,32,615000.0
Brooklyn,1,0,1010.0,4000.0,1910,51,636000.0
Brooklyn,1,1,2304.0,1900.0,1910,1,450000.0
Brooklyn,1,0,1284.0,1800.0,1950,14,500000.0
Brooklyn,1,0,1284.0,1800.0,1950,20,515000.0
Brooklyn,1,0,755.0,2000.0,1950,71,214968.0
Brooklyn,1,0,1800.0,2750.0,1945,12,20.0
Brooklyn,1,0,1800.0,2750.0,1945,12,20.0
Brooklyn,1,0,1312.0,2576.0,1935,30,600000.0
Brooklyn,1,0,1312.0,2576.0,1935,31,450000.0
Brooklyn,1,0,1038.0,4000.0,1940,15,340000.0
Brooklyn,1,0,2050.0,2100.0,1945,16,460000.0
Brooklyn,1,0,1812.0,1091.0,2005,3,265000.0
Brooklyn,1,0,1405.0,1940.0,1930,49,618500.0
Brooklyn,1,0,2056.0,2080.0,1945,9,429000.0
Brooklyn,1,1,1811.0,2300.0,1950,9,580000.0
Brooklyn,1,1,1811.0,2300.0,1950,9,335000.0
Brooklyn,1,0,1683.0,1800.0,1945,52,570000.0
Brooklyn,1,0,1248.0,2400.0,1920,44,120000.0
Brooklyn,2,0,1500.0,1698.0,1899,2,935000.0
Brooklyn,2,0,1529.0,1916.0,1940,58,995000.0
Brooklyn,2,0,5184.0,3330.0,1930,20,1410000.0
Brooklyn,2,0,2320.0,1900.0,1930,128,975000.0
Brooklyn,2,0,1705.0,1992.0,1945,25,20000.0
Brooklyn,2,0,1662.0,2134.0,1945,136,700000.0
Brooklyn,2,0,1672.0,1600.0,1940,85,540000.0
Brooklyn,2,0,3842.0,2214.0,1925,10,455661.0
Brooklyn,2,0,2200.0,5537.0,1940,1,650000.0
Brooklyn,2,0,1806.0,2100.0,1940,14,325000.0
Brooklyn,2,0,1896.0,2000.0,1950,40,600000.0
Brooklyn,2,0,1782.0,1800.0,1935,80,570000.0
Brooklyn,2,0,2200.0,2475.0,1940,11,300000.0
Brooklyn,2,0,1584.0,1325.0,1935,18,395000.0
Brooklyn,2,0,1740.0,1540.0,1935,22,660500.0
Brooklyn,2,0,1440.0,1806.0,1945,8,360000.0
Brooklyn,2,0,2240.0,2008.0,1945,38,461370.0
Brooklyn,2,0,1500.0,1600.0,1945,41,525000.0
Brooklyn,2,1,3206.0,1653.0,1930,36,733000.0
Brooklyn,2,1,2515.0,2000.0,1910,53,480000.0
Brooklyn,2,1,5537.0,1758.0,1910,48,247000.0
Brooklyn,2,1,5370.0,2000.0,1910,49,249329.0
Brooklyn,2,0,1571.0,3558.0,1940,1,35000.0
Brooklyn,2,0,1732.0,2115.0,1940,28,280000.0
Brooklyn,2,0,2760.0,2800.0,1920,41,486000.0
Brooklyn,2,0,2320.0,1995.0,1950,42,633450.0
Brooklyn,2,0,2265.0,3000.0,1920,44,890000.0
Brooklyn,2,0,1620.0,1800.0,1920,25,783484.0
Brooklyn,2,0,2992.0,3712.0,1930,36,695000.0
Brooklyn,2,0,2992.0,3712.0,1930,36,450000.0
Brooklyn,2,0,2352.0,1190.0,1940,54,540000.0
Brooklyn,2,0,1958.0,2000.0,1950,12,475000.0
Brooklyn,2,0,2460.0,2000.0,1950,46,500000.0
Brooklyn,2,0,2318.0,3608.0,1955,26,600000.0
Brooklyn,2,0,2560.0,2000.0,1960,11,1.0
Brooklyn,2,0,2560.0,2000.0,1960,11,1.0
Brooklyn,2,0,2720.0,2450.0,1925,11,350000.0
Brooklyn,2,0,1626.0,1764.0,1930,50,373000.0
Brooklyn,2,0,2665.0,2000.0,1915,2,850000.0
Brooklyn,2,0,1440.0,2025.0,1905,37,675000.0
Brooklyn,2,0,1720.0,2000.0,1899,57,645000.0
Brooklyn,2,0,1680.0,4000.0,1920,12,1355000.0
Brooklyn,2,0,1008.0,2020.0,1899,8,650000.0
Brooklyn,2,0,1008.0,2020.0,1899,8,475000.0
Brooklyn,2,0,3280.0,1800.0,1920,7,772000.0
Brooklyn,2,0,1960.0,2300.0,1955,23,825000.0
Brooklyn,2,0,1723.0,1935.0,1945,34,450000.0
Brooklyn,2,0,1760.0,2000.0,1955,60,650000.0
Brooklyn,2,0,2080.0,2000.0,1910,14,875000.0
Brooklyn,2,0,2080.0,2000.0,1910,14,700000.0
Brooklyn,2,0,1320.0,2000.0,1910,32,935000.0
Brooklyn,2,0,1312.0,4000.0,1910,52,880000.0
Brooklyn,2,0,1746.0,1680.0,1945,35,582000.0
Brooklyn,2,0,1527.0,1680.0,1945,37,669000.0
Brooklyn,2,0,1966.0,4410.0,1955,5,550000.0
Brooklyn,2,0,1720.0,2000.0,1950,64,300000.0
Brooklyn,2,0,1680.0,2000.0,1945,49,615000.0
Brooklyn,2,0,1680.0,2000.0,1945,49,240000.0
Brooklyn,2,1,3000.0,1710.0,1930,4,1150000.0
Brooklyn,2,0,1980.0,1842.0,1950,18,237500.0
Brooklyn,2,0,1795.0,2242.0,1945,36,600000.0
Brooklyn,2,0,2652.0,2000.0,1925,1,420000.0
Brooklyn,2,0,1866.0,2200.0,1950,38,600000.0
Brooklyn,2,0,2216.0,1815.0,1945,12,325000.0
Brooklyn,2,0,2898.0,2350.0,1925,35,760000.0
Brooklyn,2,0,1504.0,2000.0,1901,42,405600.0
Brooklyn,2,0,3178.0,2500.0,1925,13,685000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,320000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,60000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,320000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,4000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,3000.0
Brooklyn,2,0,2760.0,2500.0,1920,24,4500.0
Brooklyn,3,0,2320.0,2000.0,1935,16,510000.0
Brooklyn,3,0,2754.0,1315.0,2007,43,942500.0
Brooklyn,3,0,3300.0,1841.0,1920,13,785000.0
Brooklyn,3,0,2963.0,2200.0,1950,43,520000.0
Brooklyn,3,0,3270.0,2500.0,1930,52,750000.0
Brooklyn,3,0,1550.0,1900.0,1950,9,295000.0
Brooklyn,3,0,3924.0,2500.0,1935,17,480000.0
Brooklyn,3,0,3420.0,2350.0,1920,7,420000.0
Brooklyn,3,0,3420.0,2350.0,1920,7,300000.0
Brooklyn,3,0,4701.0,4000.0,1935,34,725000.0
Brooklyn,3,0,3440.0,2000.0,1950,48,645000.0
Brooklyn,3,0,2560.0,2600.0,1960,66,400000.0
Brooklyn,3,0,3240.0,1800.0,2004,20,1100000.0
Brooklyn,3,0,4125.0,2000.0,2014,50,1650000.0
Brooklyn,3,0,3220.0,1983.0,1960,54,905000.0
Brooklyn,3,0,3049.0,1950.0,1965,57,900000.0
Brooklyn,3,0,2720.0,2008.0,1930,19,499000.0
Brooklyn,3,0,2480.0,2700.0,1928,20,915000.0
Brooklyn,3,0,2970.0,4375.0,1920,66,850000.0
Brooklyn,3,0,2560.0,2550.0,1925,16,620000.0
Brooklyn,3,0,2470.0,2433.0,1935,41,270000.0
Brooklyn,3,0,2680.0,2625.0,1920,38,540000.0
Brooklyn,1,0,0.0,0.0,1990,1501,800000.0
Brooklyn,4,0,3502.0,3250.0,1930,66,750000.0
Brooklyn,6,0,3652.0,3000.0,1930,34,1050000.0
Brooklyn,4,0,3608.0,2700.0,1930,63,575000.0
Brooklyn,4,0,3696.0,2950.0,1930,75,870000.0
Brooklyn,4,0,3520.0,2650.0,1930,16,790000.0
Brooklyn,4,0,3520.0,2650.0,1930,20,484275.0
Brooklyn,4,0,3400.0,2500.0,1930,50,740000.0
Brooklyn,4,0,3198.0,2500.0,1930,24,860000.0
Brooklyn,4,0,3198.0,2500.0,1930,60,380000.0
Brooklyn,6,0,6048.0,2640.0,1930,62,1135000.0
Brooklyn,6,0,5670.0,3000.0,1930,15,625000.0
Brooklyn,4,0,3600.0,2700.0,1930,28,660000.0
Brooklyn,4,0,3413.0,2842.0,1930,65,400000.0
Brooklyn,4,0,3567.0,2500.0,1931,71,675000.0
Brooklyn,4,0,3280.0,2600.0,1931,13,241000.0
Brooklyn,4,0,3280.0,2600.0,1931,13,10000.0
Brooklyn,4,0,3280.0,2675.0,1931,23,705000.0
Brooklyn,4,0,2400.0,2500.0,1930,69,670000.0
Brooklyn,4,0,3280.0,2500.0,1931,30,365000.0
Brooklyn,4,0,3280.0,3000.0,1931,57,785000.0
Brooklyn,4,0,3567.0,3250.0,1931,81,595000.0
Brooklyn,4,0,3198.0,2750.0,1930,22,735000.0
Brooklyn,4,0,3198.0,2750.0,1930,60,650000.0
Brooklyn,4,0,3198.0,2500.0,1930,38,420000.0
Brooklyn,4,0,3900.0,2500.0,1930,11,760000.0
Brooklyn,8,0,7760.0,3250.0,1930,24,1250000.0
Brooklyn,4,0,3608.0,3000.0,1930,31,772000.0
Brooklyn,4,0,3198.0,3000.0,1920,76,633603.0
Brooklyn,4,0,3198.0,3000.0,1920,76,618900.0
Brooklyn,32,0,24000.0,10000.0,1930,46,5497920.0
Brooklyn,6,0,6000.0,2500.0,1931,18,567500.0
Brooklyn,4,0,2640.0,1993.0,1931,15,720000.0
Brooklyn,4,0,2640.0,1993.0,1931,15,10.0
Brooklyn,6,0,5040.0,2983.0,1931,17,850000.0
Brooklyn,4,0,3280.0,2933.0,1931,23,840000.0
Brooklyn,54,0,55188.0,12000.0,1938,6,25000000.0
Brooklyn,0,0,0.0,0.0,1928,1,380000.0
Brooklyn,0,0,0.0,0.0,1928,1,483000.0
Brooklyn,0,0,0.0,0.0,1956,4,199000.0
Brooklyn,0,0,0.0,0.0,1963,28,350000.0
Brooklyn,0,0,0.0,0.0,1963,28,285000.0
Brooklyn,0,0,0.0,0.0,1963,28,410670.0
Brooklyn,0,0,0.0,0.0,1963,28,275000.0
Brooklyn,0,0,0.0,0.0,1963,28,320000.0
Brooklyn,0,0,0.0,0.0,1963,28,325000.0
Brooklyn,0,0,0.0,0.0,1963,28,275000.0
Brooklyn,0,0,0.0,0.0,1963,28,270000.0
Brooklyn,0,0,0.0,0.0,1964,35,299000.0
Brooklyn,0,0,0.0,0.0,1964,35,199000.0
Brooklyn,0,0,0.0,0.0,1964,35,300000.0
Brooklyn,0,0,0.0,0.0,1964,35,255000.0
Brooklyn,1,0,0.0,0.0,0,1012,250000.0
Brooklyn,1,0,0.0,0.0,0,1024,20000.0
Brooklyn,1,0,0.0,0.0,0,1024,24500.0
Brooklyn,1,0,0.0,0.0,1990,1007,810000.0
Brooklyn,1,0,0.0,0.0,0,1107,800000.0
Brooklyn,1,0,0.0,0.0,1999,1061,354900.0
Brooklyn,1,0,0.0,0.0,1999,1067,200000.0
Brooklyn,1,0,0.0,0.0,1999,1073,567000.0
Brooklyn,1,0,0.0,0.0,1999,1073,721605.0
Brooklyn,1,0,0.0,0.0,1999,1088,441090.0
Brooklyn,1,0,0.0,0.0,1995,1019,543375.0
Brooklyn,1,0,0.0,0.0,1995,1019,10.0
Brooklyn,1,0,0.0,0.0,1995,1024,585000.0
Brooklyn,1,0,0.0,0.0,1998,1236,655000.0
Brooklyn,1,0,0.0,0.0,2014,1002,605858.0
Brooklyn,1,0,0.0,0.0,2014,1010,616041.0
Brooklyn,1,0,0.0,0.0,2014,1011,519307.0
Brooklyn,1,0,0.0,0.0,2014,1013,451230.0
Brooklyn,1,0,0.0,0.0,2014,1016,491790.0
Brooklyn,1,0,0.0,0.0,2014,1018,626223.0
Brooklyn,1,0,0.0,0.0,2014,1019,529490.0
Brooklyn,1,0,0.0,0.0,2014,1020,778961.0
Brooklyn,1,0,0.0,0.0,2014,1021,466440.0
Brooklyn,1,0,0.0,0.0,2014,1023,466440.0
Brooklyn,1,0,0.0,0.0,2014,1024,471510.0
Brooklyn,1,0,0.0,0.0,2014,1026,616041.0
Brooklyn,1,0,0.0,0.0,2008,1013,535000.0
Brooklyn,1,0,0.0,0.0,2008,1018,535000.0
Brooklyn,5,1,3480.0,2000.0,1931,2,800000.0
Brooklyn,3,1,3280.0,2000.0,1930,3,760000.0
Brooklyn,5,1,5100.0,2000.0,1920,2,950000.0
Brooklyn,4,2,7000.0,2400.0,1931,10,870000.0
Brooklyn,4,4,5160.0,2000.0,1920,36,2125000.0
Brooklyn,4,4,5400.0,2000.0,1931,10,1265000.0
Brooklyn,3,1,2720.0,2000.0,1931,5,865000.0
Brooklyn,1,0,0.0,0.0,2003,1003,995000.0
Brooklyn,1,0,0.0,0.0,2015,1404,865512.0
Brooklyn,1,0,0.0,0.0,2015,1405,840056.0
Brooklyn,1,0,0.0,0.0,2015,1406,840332.0
Brooklyn,0,1,0.0,0.0,2007,1201,1405000.0
Brooklyn,0,3,2640.0,2832.0,1956,34,840000.0
Brooklyn,0,1,3180.0,4000.0,1931,46,2615000.0
Brooklyn,0,2,6900.0,8000.0,1931,42,2700000.0
Brooklyn,1,1,4332.0,3518.0,1931,31,2100000.0
Brooklyn,0,1,7072.0,10028.0,1931,1,4500000.0
Brooklyn,0,0,0.0,1890.0,0,41,10.0
Brooklyn,0,0,0.0,0.0,1999,1015,10.0
Brooklyn,0,0,0.0,0.0,1999,1017,10.0
Brooklyn,0,0,0.0,0.0,1999,1022,10.0
Brooklyn,0,0,0.0,0.0,1999,1024,10.0
Brooklyn,0,0,0.0,0.0,1999,1025,10.0
Brooklyn,0,0,0.0,0.0,1999,1037,10.0
Brooklyn,0,0,0.0,0.0,1999,1049,10.0
Brooklyn,0,0,0.0,0.0,2014,1049,30420.0
Brooklyn,1,0,1524.0,1120.0,1940,57,160000.0
Brooklyn,1,0,1436.0,2600.0,1940,24,540000.0
Brooklyn,1,0,1436.0,2600.0,1940,24,350000.0
Brooklyn,1,0,957.0,2150.0,1940,28,273401.0
Brooklyn,1,0,1056.0,1600.0,1940,38,485000.0
Brooklyn,1,0,906.0,2150.0,1950,68,480000.0
Brooklyn,1,0,906.0,2150.0,1950,74,442000.0
Brooklyn,1,0,1056.0,3275.0,1940,39,539000.0
Brooklyn,1,0,1116.0,2200.0,1954,55,490000.0
Brooklyn,1,0,1296.0,1800.0,1945,29,479000.0
Brooklyn,1,0,616.0,2000.0,1925,65,309000.0
Brooklyn,1,0,1705.0,3000.0,1925,67,110000.0
Brooklyn,1,0,839.0,2033.0,1945,76,325000.0
Brooklyn,1,0,1400.0,1957.0,1945,58,529000.0
Brooklyn,1,0,1459.0,3425.0,1935,54,649000.0
Brooklyn,1,0,1376.0,2033.0,1925,70,390000.0
Brooklyn,1,0,1376.0,2033.0,1925,74,485000.0
Brooklyn,1,0,1728.0,2300.0,1930,13,540000.0
Brooklyn,1,0,1666.0,2500.0,1930,34,550000.0
Brooklyn,1,0,1414.0,2500.0,1925,30,535000.0
Brooklyn,1,0,1600.0,2009.0,1920,9,350000.0
Brooklyn,1,0,1872.0,2700.0,1930,76,730000.0
Brooklyn,1,0,3283.0,5000.0,1960,18,950000.0
Brooklyn,1,0,2100.0,2000.0,1960,38,521000.0
Brooklyn,1,0,1683.0,1760.0,1940,73,445000.0
Brooklyn,1,0,1616.0,3000.0,1920,4,483000.0
Brooklyn,1,0,2160.0,2425.0,1925,23,579000.0
Brooklyn,1,0,1562.0,2000.0,1915,7,515000.0
Brooklyn,1,0,2109.0,1824.0,1925,46,537500.0
Brooklyn,1,0,576.0,4260.0,1925,2,320000.0
Brooklyn,1,0,1664.0,2150.0,1925,58,250000.0
Brooklyn,1,1,1600.0,968.0,1931,63,500000.0
Brooklyn,1,0,1216.0,2600.0,1920,7,10.0
Brooklyn,1,0,1764.0,2600.0,1930,66,492000.0
Brooklyn,1,0,938.0,1800.0,1920,9,470000.0
Brooklyn,1,0,1380.0,2333.0,1930,29,450000.0
Brooklyn,1,0,938.0,1800.0,1920,75,371437.0
Brooklyn,1,0,1036.0,2113.0,1920,4,485000.0
Brooklyn,1,0,1036.0,2062.0,1920,10,440000.0
Brooklyn,1,0,1732.0,1800.0,1940,20,470000.0
Brooklyn,1,0,2248.0,5000.0,1955,40,790000.0
Brooklyn,1,0,1288.0,4000.0,1955,21,440000.0
Brooklyn,1,0,1216.0,2000.0,1925,6,435000.0
Brooklyn,1,0,1152.0,2700.0,1925,3,550000.0
Brooklyn,1,0,1152.0,2700.0,1925,3,330000.0
Brooklyn,1,0,900.0,2600.0,1930,70,415000.0
Brooklyn,1,0,900.0,2600.0,1930,70,317000.0
Brooklyn,1,0,1120.0,2400.0,1920,22,569900.0
Brooklyn,1,0,1885.0,1500.0,1955,9,500000.0
Brooklyn,1,0,1216.0,2667.0,1920,31,485000.0
Brooklyn,1,0,1440.0,4850.0,1901,15,805000.0
