BOROUGH,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,LAND SQUARE FEET,YEAR BUILT,LOT,SALE PRICE
Bronx,0,0,0.0,0.0,1961,86,476000.0
Bronx,0,0,0.0,0.0,1961,86,218000.0
Bronx,0,0,0.0,0.0,1961,86,517000.0
Bronx,0,0,0.0,0.0,1961,86,235000.0
Bronx,0,0,0.0,0.0,1952,100,500000.0
Bronx,0,0,0.0,0.0,1952,100,350000.0
Bronx,0,0,0.0,0.0,1952,100,250000.0
Bronx,0,0,0.0,0.0,1952,100,330000.0
Bronx,0,0,0.0,0.0,1952,100,220000.0
Bronx,0,0,0.0,0.0,1952,100,230000.0
Bronx,0,0,0.0,0.0,1954,246,500000.0
Bronx,0,0,0.0,0.0,1954,246,555000.0
Bronx,0,0,0.0,0.0,1954,246,440000.0
Bronx,0,0,0.0,0.0,1954,331,448000.0
Bronx,0,0,0.0,0.0,1954,331,470000.0
Bronx,0,0,0.0,0.0,1953,362,307000.0
Bronx,0,0,0.0,0.0,1953,362,683000.0
Bronx,0,0,0.0,0.0,1953,362,607500.0
Bronx,0,0,0.0,0.0,1953,362,307000.0
Bronx,0,0,0.0,0.0,1953,203,210000.0
Bronx,0,0,0.0,0.0,1953,203,225000.0
Bronx,0,0,0.0,0.0,1953,203,375000.0
Bronx,0,0,0.0,0.0,1960,210,380000.0
Bronx,0,0,0.0,0.0,1960,210,265000.0
Bronx,0,0,0.0,0.0,1960,210,290000.0
Bronx,0,0,0.0,0.0,1960,210,107000.0
Bronx,0,0,0.0,0.0,1960,210,230000.0
Bronx,0,0,0.0,0.0,1960,210,270000.0
Bronx,0,0,0.0,0.0,1960,210,667500.0
Bronx,0,0,0.0,0.0,1960,210,460000.0
Bronx,58,0,70000.0,43750.0,1952,31,180000.0
Bronx,0,0,0.0,0.0,1952,31,175000.0
Bronx,0,0,0.0,0.0,1952,31,370000.0
Bronx,0,0,0.0,0.0,1952,31,180000.0
Bronx,0,0,0.0,0.0,1952,31,335000.0
Bronx,0,0,0.0,0.0,1952,31,159800.0
Bronx,0,0,0.0,0.0,1952,31,157500.0
Bronx,159,0,217360.0,124925.0,1953,970,30000.0
Bronx,0,0,0.0,0.0,1953,970,320000.0
Bronx,0,0,0.0,0.0,1953,970,300000.0
Bronx,0,0,0.0,0.0,1953,970,30000.0
Bronx,0,0,0.0,0.0,1953,970,310000.0
Bronx,0,0,0.0,0.0,1953,970,405000.0
Bronx,0,0,0.0,0.0,1953,970,539000.0
Bronx,0,0,0.0,0.0,1953,970,459000.0
Bronx,0,0,0.0,0.0,1953,970,500000.0
Bronx,0,0,0.0,0.0,1953,970,430000.0
Bronx,0,0,0.0,0.0,1953,970,242500.0
Bronx,0,0,0.0,0.0,1953,977,255000.0
Bronx,0,0,0.0,0.0,1953,977,520000.0
Bronx,0,0,0.0,0.0,1953,977,330000.0
Bronx,0,0,0.0,0.0,1953,977,370000.0
Bronx,0,0,0.0,0.0,1953,977,337000.0
Bronx,0,0,0.0,0.0,1953,977,259000.0
Bronx,0,0,0.0,0.0,1953,977,232000.0
Bronx,0,0,0.0,0.0,1953,977,485000.0
Bronx,0,0,0.0,0.0,1953,977,379500.0
Bronx,0,0,0.0,0.0,1953,977,280000.0
Bronx,0,0,0.0,0.0,1953,977,500000.0
Bronx,0,0,0.0,0.0,1961,1,181000.0
Bronx,0,0,0.0,0.0,1961,1,350000.0
Bronx,0,0,0.0,0.0,1961,1,380000.0
Bronx,0,0,0.0,0.0,1961,1,199000.0
Bronx,0,0,0.0,0.0,1961,1,347000.0
Bronx,0,0,0.0,0.0,1961,1,315000.0
Bronx,0,0,0.0,0.0,1961,1,218000.0
Bronx,0,0,0.0,0.0,1961,1,240000.0
Bronx,0,0,0.0,0.0,1961,1,400000.0
Bronx,0,0,0.0,0.0,1961,91,335000.0
Bronx,0,0,0.0,0.0,1961,91,335000.0
Bronx,0,0,0.0,0.0,1961,91,332500.0
Bronx,0,0,0.0,0.0,1961,91,182500.0
Bronx,0,0,0.0,0.0,1961,91,125000.0
Bronx,0,0,0.0,0.0,1961,91,405000.0
Bronx,0,0,0.0,0.0,1963,436,487000.0
Bronx,0,0,0.0,0.0,1963,436,585000.0
Bronx,0,0,0.0,0.0,1963,436,485000.0
Bronx,0,0,0.0,0.0,1963,436,369000.0
Bronx,0,0,0.0,0.0,1963,436,159000.0
Bronx,0,0,0.0,0.0,1963,436,339500.0
Bronx,0,0,0.0,0.0,1963,436,815000.0
Bronx,0,0,0.0,0.0,1963,436,144000.0
Bronx,0,0,0.0,0.0,1954,448,180000.0
Bronx,0,0,0.0,0.0,1954,448,187500.0
Bronx,0,0,0.0,0.0,1954,448,299900.0
Bronx,0,0,0.0,0.0,1954,448,297950.0
Bronx,0,0,0.0,0.0,1954,448,150000.0
Bronx,0,0,0.0,0.0,1954,448,277500.0
Bronx,0,0,0.0,0.0,1954,448,480000.0
Bronx,0,0,0.0,0.0,1954,460,287500.0
Bronx,0,0,0.0,0.0,1954,460,245000.0
Bronx,0,0,0.0,0.0,1954,460,315000.0
Bronx,0,0,0.0,0.0,1954,460,335634.0
Bronx,0,0,0.0,0.0,1954,460,318000.0
Bronx,0,0,0.0,0.0,1954,460,285000.0
Bronx,0,0,0.0,0.0,1954,460,300000.0
Bronx,0,0,0.0,0.0,1963,500,290000.0
Bronx,0,0,0.0,0.0,1963,500,135000.0
Bronx,0,0,0.0,0.0,1963,500,245000.0
Bronx,0,0,0.0,0.0,1963,500,108000.0
Bronx,0,0,0.0,0.0,1963,500,155000.0
Bronx,0,0,0.0,0.0,1960,510,309000.0
Bronx,0,0,0.0,0.0,1960,510,250000.0
Bronx,0,0,0.0,0.0,1960,510,352893.0
Bronx,0,0,0.0,0.0,1963,653,133000.0
Bronx,0,0,0.0,0.0,1963,653,189000.0
Bronx,0,0,0.0,0.0,1952,52,195000.0
Bronx,0,0,0.0,0.0,1952,52,225000.0
Bronx,0,0,0.0,0.0,1952,52,216000.0
Bronx,0,0,0.0,0.0,1939,406,317000.0
Bronx,0,0,0.0,0.0,1939,406,311500.0
Bronx,0,0,0.0,0.0,1939,406,110000.0
Bronx,0,0,0.0,0.0,1939,406,146500.0
Bronx,0,0,0.0,0.0,1939,406,375000.0
Bronx,0,0,0.0,0.0,1939,406,175000.0
Bronx,0,0,0.0,0.0,1939,406,225000.0
Bronx,0,0,0.0,0.0,1939,475,332500.0
Bronx,0,0,0.0,0.0,1939,475,160000.0
Bronx,0,0,0.0,0.0,1939,475,225000.0
Bronx,0,0,0.0,0.0,1939,475,220000.0
Bronx,0,0,0.0,0.0,1939,475,295000.0
Bronx,0,0,0.0,0.0,1961,38,240000.0
Bronx,0,0,0.0,0.0,1961,38,118000.0
Bronx,0,0,0.0,0.0,1961,38,580000.0
Bronx,0,0,0.0,0.0,1961,38,281000.0
Bronx,0,0,0.0,0.0,1961,38,182000.0
Bronx,0,0,0.0,0.0,1961,38,165000.0
Bronx,0,0,0.0,0.0,1961,38,235000.0
Bronx,0,0,0.0,0.0,1961,38,337500.0
Bronx,0,0,0.0,0.0,1961,38,390000.0
Bronx,0,0,0.0,0.0,1961,38,200000.0
Bronx,0,0,0.0,0.0,1961,38,380000.0
Bronx,0,0,0.0,0.0,1961,38,238000.0
Bronx,0,0,0.0,0.0,1961,38,34953715.0
Bronx,0,0,0.0,0.0,1961,38,192000.0
Bronx,0,0,0.0,0.0,1961,38,245000.0
Bronx,0,0,0.0,0.0,1961,38,265000.0
Bronx,0,0,0.0,0.0,1961,38,290000.0
Bronx,0,0,0.0,0.0,1961,38,250000.0
Bronx,0,0,0.0,0.0,1961,38,209000.0
Bronx,0,0,0.0,0.0,1961,38,207000.0
Bronx,0,0,0.0,0.0,1961,38,430000.0
Bronx,0,0,0.0,0.0,1961,38,725000.0
Bronx,0,0,0.0,0.0,1961,38,190000.0
Bronx,0,0,0.0,0.0,1961,230,165000.0
Bronx,0,0,0.0,0.0,1961,230,355000.0
Bronx,0,0,0.0,0.0,1961,230,323000.0
Bronx,0,0,0.0,0.0,1961,230,185000.0
Bronx,0,0,0.0,0.0,1961,230,177500.0
Bronx,0,0,0.0,0.0,1961,230,215000.0
Bronx,0,0,0.0,0.0,1961,230,162000.0
Bronx,0,0,0.0,0.0,1961,230,109000.0
Bronx,0,0,0.0,0.0,1961,230,158000.0
Bronx,0,0,0.0,0.0,1961,230,200000.0
Bronx,0,0,0.0,0.0,1961,230,250000.0
Bronx,0,0,0.0,0.0,1961,230,385000.0
Bronx,0,0,0.0,0.0,1961,230,229000.0
Bronx,0,0,0.0,0.0,1961,230,255000.0
Bronx,0,0,0.0,0.0,1961,230,465000.0
Bronx,0,0,0.0,0.0,1961,230,285000.0
Bronx,0,0,0.0,0.0,1962,240,575000.0
Bronx,0,0,0.0,0.0,1962,240,350000.0
Bronx,0,0,0.0,0.0,1962,240,149000.0
Bronx,0,0,0.0,0.0,1962,240,390000.0
Bronx,0,0,0.0,0.0,1962,240,263000.0
Bronx,0,0,0.0,0.0,1962,240,277000.0
Bronx,0,0,0.0,0.0,1962,240,159000.0
Bronx,0,0,0.0,0.0,1962,240,420000.0
Bronx,0,0,0.0,0.0,1962,240,207000.0
Bronx,0,0,0.0,0.0,1962,240,315000.0
Bronx,0,0,0.0,0.0,1962,240,193000.0
Bronx,0,0,0.0,0.0,1962,240,245000.0
Bronx,0,0,0.0,0.0,1962,240,145000.0
Bronx,0,0,0.0,0.0,1962,240,410000.0
Bronx,0,0,0.0,0.0,1962,240,320000.0
Bronx,0,0,0.0,0.0,1962,240,257000.0
Bronx,0,0,0.0,0.0,1962,240,420000.0
Bronx,0,0,0.0,0.0,1962,240,134000.0
Bronx,0,0,0.0,0.0,1962,240,460000.0
Bronx,0,0,0.0,0.0,1962,240,240000.0
Bronx,0,0,0.0,0.0,1962,240,164500.0
Bronx,0,0,0.0,0.0,1962,240,210000.0
Bronx,0,0,0.0,0.0,1962,240,423000.0
Bronx,0,0,0.0,0.0,1954,545,151000.0
Bronx,0,0,0.0,0.0,1954,545,85000.0
Bronx,0,0,0.0,0.0,1954,545,150300.0
Bronx,0,0,0.0,0.0,1954,545,185000.0
Bronx,0,0,0.0,0.0,1954,545,294000.0
Bronx,0,0,0.0,0.0,1954,545,155000.0
Bronx,0,0,0.0,0.0,1954,545,200000.0
Bronx,462,0,395000.0,134075.0,1949,550,150000.0
Bronx,0,0,0.0,0.0,1949,550,220000.0
Bronx,0,0,0.0,0.0,1949,550,192000.0
Bronx,0,0,0.0,0.0,1949,550,237500.0
Bronx,0,0,0.0,0.0,1949,550,105000.0
Bronx,0,0,0.0,0.0,1949,550,105000.0
Bronx,0,0,0.0,0.0,1949,550,115000.0
Bronx,0,0,0.0,0.0,1949,550,86500.0
Bronx,0,0,0.0,0.0,1949,550,3861567.0
Bronx,0,0,0.0,0.0,1949,550,139000.0
Bronx,0,0,0.0,0.0,1949,550,205500.0
Bronx,0,0,0.0,0.0,1949,550,75000.0
Bronx,0,0,0.0,0.0,1949,550,125000.0
Bronx,0,0,0.0,0.0,1949,550,160000.0
Bronx,0,0,0.0,0.0,1949,550,123000.0
Bronx,0,0,0.0,0.0,1949,550,150000.0
Bronx,1,0,0.0,0.0,1940,1010,470000.0
Bronx,1,0,0.0,0.0,1983,1007,625000.0
Bronx,1,0,0.0,0.0,1983,1009,614500.0
Bronx,1,0,0.0,0.0,1983,1012,560000.0
Bronx,1,0,0.0,0.0,1983,1018,332500.0
Bronx,1,0,0.0,0.0,1983,1032,327500.0
Bronx,1,0,0.0,0.0,1983,1039,335000.0
Bronx,1,0,0.0,0.0,1983,1041,355000.0
Bronx,1,0,0.0,0.0,1983,1047,317500.0
Bronx,1,0,0.0,0.0,1983,1054,340000.0
Bronx,1,0,0.0,0.0,1983,1065,1249000.0
Bronx,1,0,0.0,0.0,1983,1071,787500.0
Bronx,1,0,0.0,0.0,1949,1006,385000.0
Bronx,1,0,0.0,0.0,1949,1006,272500.0
Bronx,1,0,0.0,0.0,1949,1008,400000.0
Bronx,1,0,0.0,0.0,1949,1015,324250.0
Bronx,1,0,0.0,0.0,1949,1017,510000.0
Bronx,1,0,0.0,0.0,1949,1037,402500.0
Bronx,1,0,0.0,0.0,1949,1044,445000.0
Bronx,1,0,0.0,0.0,1949,1056,475000.0
Bronx,1,0,0.0,0.0,1949,1073,489000.0
Bronx,1,0,0.0,0.0,1989,1018,300000.0
Bronx,1,0,0.0,0.0,2005,1043,599000.0
Bronx,1,0,0.0,0.0,2006,1005,1080000.0
Bronx,1,0,0.0,0.0,2006,1009,1100000.0
Bronx,1,0,0.0,0.0,2002,1003,465000.0
Bronx,1,0,0.0,0.0,2002,1015,830000.0
Bronx,1,0,0.0,0.0,2005,1123,675000.0
Bronx,1,0,0.0,0.0,1962,1005,160000.0
Bronx,1,0,0.0,0.0,1962,1018,180000.0
Bronx,1,0,0.0,0.0,2006,1009,909000.0
Bronx,1,0,0.0,0.0,2006,1013,945000.0
Bronx,1,0,0.0,0.0,2006,1017,969500.0
Bronx,1,0,0.0,0.0,2006,1019,1078073.0
Bronx,1,0,0.0,0.0,2006,1039,1250000.0
Bronx,1,0,0.0,0.0,2006,1051,1800000.0
Bronx,1,0,0.0,0.0,2006,1055,1212114.0
Bronx,1,0,0.0,0.0,0,1005,570000.0
Bronx,1,0,0.0,0.0,0,1085,750000.0
Bronx,1,0,0.0,0.0,0,1087,300000.0
Bronx,1,0,0.0,0.0,0,1125,774000.0
Bronx,0,0,0.0,0.0,1962,1002,66938.0
Bronx,0,0,0.0,0.0,1962,1002,185000.0
Bronx,0,0,0.0,0.0,1962,1002,275000.0
Bronx,0,3,3750.0,4875.0,1972,2228,1805000.0
Bronx,0,6,4750.0,5471.0,1974,1556,1470000.0
Bronx,0,0,0.0,116550.0,0,40,147375.0
Bronx,0,0,0.0,116550.0,0,40,87000.0
Bronx,0,0,0.0,2847.0,0,1545,60000.0
Bronx,0,0,0.0,1592.0,0,1558,5000.0
Bronx,0,1,66000.0,35525.0,1961,1945,15000000.0
Bronx,0,1,281965.0,367000.0,1936,382,86375000.0
Bronx,0,0,0.0,0.0,1986,1127,33500.0
Bronx,1,0,1452.0,2375.0,1940,26,404250.0
Bronx,1,0,2256.0,2425.0,1925,6,375000.0
Bronx,1,0,1208.0,2375.0,1935,13,385000.0
Bronx,1,0,1208.0,2375.0,1935,13,436610.0
Bronx,1,0,1386.0,2365.0,1910,29,455000.0
Bronx,1,0,1260.0,2300.0,1950,42,436000.0
Bronx,1,0,1080.0,1900.0,1950,14,439000.0
Bronx,1,0,1840.0,2375.0,1920,28,599000.0
Bronx,1,0,1584.0,2494.0,1960,45,521000.0
Bronx,1,0,1836.0,2304.0,1950,129,300000.0
Bronx,1,1,1300.0,697.0,1925,24,340000.0
Bronx,1,0,1280.0,2490.0,1915,19,355000.0
Bronx,1,0,2100.0,3742.0,1955,7,535000.0
Bronx,1,0,1620.0,2500.0,1910,153,299250.0
Bronx,1,0,1690.0,3965.0,1910,57,521000.0
Bronx,1,0,558.0,2500.0,1920,28,207000.0
Bronx,1,0,1796.0,2319.0,1920,34,230000.0
Bronx,1,0,840.0,6165.0,1915,7,230000.0
Bronx,1,0,720.0,6944.0,1920,28,380000.0
Bronx,1,0,1512.0,7008.0,1920,30,350000.0
Bronx,1,0,1665.0,1710.0,1950,5,475000.0
Bronx,1,0,1665.0,2250.0,1950,24,430000.0
Bronx,1,0,933.0,1658.0,1920,43,280000.0
Bronx,1,0,810.0,2291.0,1925,67,211500.0
Bronx,1,0,1152.0,2625.0,1955,31,485000.0
Bronx,1,0,1548.0,2900.0,1910,13,485000.0
Bronx,1,0,1820.0,1692.0,1960,36,460000.0
Bronx,1,0,1820.0,1692.0,1960,36,290000.0
Bronx,1,0,1740.0,1428.0,1955,45,395000.0
Bronx,1,0,1420.0,1206.0,1955,49,407000.0
Bronx,1,0,1280.0,2525.0,1920,30,530000.0
Bronx,1,0,1690.0,2120.0,1940,5,315000.0
Bronx,1,0,1864.0,2070.0,1940,38,375000.0
Bronx,1,0,1999.0,3312.0,1925,19,525000.0
Bronx,1,0,1782.0,1800.0,1950,31,435000.0
Bronx,1,0,1328.0,2590.0,1925,50,430000.0
Bronx,1,0,1388.0,1995.0,1940,15,400000.0
Bronx,1,0,1992.0,2250.0,1920,26,269000.0
Bronx,1,0,1312.0,2700.0,1920,58,420000.0
Bronx,1,0,1376.0,2375.0,1930,51,525000.0
Bronx,1,0,1376.0,2375.0,1930,51,310000.0
Bronx,1,0,1920.0,3135.0,1925,48,305000.0
Bronx,1,0,1694.0,2375.0,1930,13,440000.0
Bronx,1,0,1296.0,2375.0,1925,43,350000.0
Bronx,1,0,2160.0,2275.0,2001,26,515000.0
Bronx,1,0,2160.0,2275.0,2001,26,375000.0
Bronx,1,0,1056.0,1623.0,1935,59,425000.0
Bronx,1,0,1058.0,2500.0,1915,21,225000.0
Bronx,2,0,2208.0,2500.0,1930,6,590000.0
Bronx,2,0,2853.0,7500.0,1930,28,769000.0
Bronx,2,0,1462.0,2500.0,1925,39,556500.0
Bronx,2,0,2000.0,2500.0,1925,49,400000.0
Bronx,2,0,2160.0,2500.0,1925,21,610000.0
Bronx,2,0,1080.0,1900.0,1950,12,400000.0
Bronx,2,0,2240.0,7126.0,1956,14,165000.0
Bronx,2,0,2185.0,2961.0,1910,47,405000.0
Bronx,2,0,1513.0,2375.0,1920,58,500000.0
Bronx,2,0,1944.0,1995.0,1965,59,410000.0
Bronx,2,0,1500.0,5348.0,1925,16,425000.0
Bronx,2,0,2552.0,3040.0,1955,5,480000.0
Bronx,2,0,2709.0,2375.0,1940,8,500000.0
Bronx,2,0,1856.0,3325.0,1955,11,305000.0
Bronx,2,0,1827.0,3125.0,1925,20,540000.0
Bronx,2,0,2015.0,2400.0,1955,53,470000.0
Bronx,2,0,2079.0,2500.0,1950,9,435000.0
Bronx,2,0,2016.0,5206.0,1930,3,875000.0
Bronx,2,0,2024.0,5000.0,1925,22,475000.0
Bronx,2,0,1656.0,2500.0,1920,49,400000.0
Bronx,2,0,2165.0,2500.0,1970,52,440000.0
Bronx,2,0,1352.0,5000.0,1920,24,644000.0
Bronx,2,0,2073.0,2170.0,1957,32,420000.0
Bronx,2,0,2300.0,2500.0,1920,9,515000.0
Bronx,2,0,2300.0,2500.0,1920,10,560000.0
Bronx,2,0,2685.0,3804.0,1930,18,450000.0
Bronx,2,0,2590.0,5000.0,1930,23,870000.0
Bronx,2,0,3168.0,2500.0,1910,167,300000.0
Bronx,2,0,2800.0,4160.0,2001,25,775000.0
Bronx,2,0,2945.0,6772.0,1960,38,720000.0
Bronx,2,0,2000.0,3216.0,1960,38,555000.0
Bronx,2,0,1800.0,2375.0,1920,6,505000.0
Bronx,2,0,1836.0,1800.0,1955,60,415000.0
Bronx,2,0,1969.0,1828.0,2003,122,780000.0
Bronx,2,0,2052.0,2250.0,1950,45,630000.0
Bronx,2,0,2345.0,2967.0,1970,8,660000.0
Bronx,2,0,2448.0,1750.0,1920,54,641000.0
Bronx,2,0,2376.0,2500.0,2007,30,655000.0
Bronx,2,0,1870.0,2375.0,2007,56,635000.0
Bronx,2,0,1787.0,2450.0,1920,22,765000.0
Bronx,2,0,1932.0,2375.0,1920,52,500000.0
Bronx,2,0,1800.0,3440.0,1950,2,244500.0
Bronx,2,0,2380.0,2809.0,2004,142,710000.0
Bronx,2,0,1920.0,2670.0,1930,35,542500.0
Bronx,2,0,1648.0,2700.0,1940,33,425000.0
Bronx,2,0,2100.0,2500.0,1920,2,629000.0
Bronx,2,0,2435.0,2625.0,1955,26,525000.0
Bronx,2,0,1638.0,2557.0,1945,44,410000.0
Bronx,2,0,1728.0,1854.0,1925,25,505000.0
Bronx,2,0,2164.0,2500.0,1910,71,585000.0
Bronx,2,0,1755.0,2600.0,1920,72,500000.0
Bronx,2,0,3210.0,3081.0,1920,37,665000.0
Bronx,2,0,1836.0,2375.0,1930,15,485000.0
Bronx,2,0,1598.0,2908.0,1920,44,480000.0
Bronx,2,0,1536.0,2375.0,1920,56,440000.0
Bronx,2,0,2015.0,2375.0,1960,61,497000.0
Bronx,2,0,1926.0,3460.0,2007,33,700000.0
Bronx,2,0,2556.0,3018.0,2004,34,720000.0
Bronx,2,0,2480.0,2375.0,1920,23,450000.0
Bronx,2,0,2520.0,2375.0,1920,26,450000.0
Bronx,2,0,1680.0,1900.0,1950,27,162240.0
Bronx,2,0,1650.0,2250.0,1965,12,565000.0
Bronx,2,0,2205.0,4172.0,2007,22,565000.0
Bronx,2,0,1735.0,1470.0,1970,35,390000.0
Bronx,2,0,1263.0,960.0,1920,65,240000.0
Bronx,2,0,2700.0,2500.0,1930,52,540000.0
Bronx,2,0,1728.0,2042.0,1935,12,287000.0
Bronx,2,0,1428.0,2440.0,1935,30,533000.0
Bronx,2,0,1056.0,2300.0,1935,52,468888.0
Bronx,2,0,2655.0,2596.0,1935,38,535000.0
Bronx,2,0,2134.0,3135.0,2006,213,810000.0
Bronx,2,0,2134.0,3133.0,2007,234,368000.0
Bronx,2,0,2136.0,3135.0,2007,246,790000.0
Bronx,3,0,2640.0,2400.0,1950,26,675000.0
Bronx,3,0,2640.0,2400.0,1950,26,575000.0
Bronx,3,0,3150.0,2500.0,1950,39,10.0
Bronx,3,0,2990.0,1725.0,1970,30,690000.0
Bronx,3,0,3050.0,1756.0,1960,37,545000.0
Bronx,3,0,2600.0,4750.0,1920,12,300000.0
Bronx,3,0,3744.0,2320.0,1986,57,758000.0
Bronx,3,0,3604.0,4750.0,1960,11,323534.0
Bronx,3,0,3615.0,2249.0,2006,18,990000.0
Bronx,3,0,3402.0,2100.0,1960,26,525000.0
Bronx,3,0,4104.0,5000.0,1965,36,10.0
Bronx,3,0,3024.0,2500.0,1925,17,688000.0
Bronx,3,0,3325.0,2283.0,1988,172,550000.0
Bronx,3,0,4116.0,4722.0,2000,49,858244.0
Bronx,3,0,2624.0,3290.0,1925,2,500000.0
Bronx,3,0,2934.0,2375.0,1920,31,625000.0
Bronx,3,0,4372.0,4750.0,1966,7,350000.0
Bronx,3,0,3068.0,1694.0,1920,65,665000.0
Bronx,3,0,2562.0,3838.0,1920,14,625000.0
Bronx,3,0,3207.0,2375.0,1950,8,499890.0
Bronx,3,0,4660.0,5310.0,1970,40,780500.0
Bronx,3,0,2820.0,2375.0,1930,39,10.0
Bronx,3,0,2384.0,2498.0,1930,7,470000.0
Bronx,0,0,0.0,2375.0,0,29,15000.0
Bronx,0,0,0.0,2550.0,0,22,160000.0
Bronx,7,0,5240.0,2500.0,1928,24,765000.0
Bronx,4,0,2600.0,2375.0,1927,19,612000.0
Bronx,4,0,3444.0,2500.0,1927,23,710000.0
Bronx,4,0,3200.0,2351.0,1927,14,820000.0
Bronx,6,0,4788.0,2375.0,1934,14,746931.0
Bronx,4,0,2600.0,2375.0,1924,39,450000.0
Bronx,6,0,2080.0,2500.0,1920,40,420000.0
Bronx,142,0,112000.0,17500.0,1960,10,24800000.0
Bronx,0,0,0.0,0.0,1963,24,98000.0
Bronx,0,0,0.0,0.0,1963,24,117000.0
Bronx,0,0,0.0,0.0,1963,24,103000.0
Bronx,0,0,0.0,0.0,1963,24,72000.0
Bronx,0,0,0.0,0.0,1963,24,85000.0
Bronx,0,0,0.0,0.0,1964,57,127000.0
Bronx,0,0,0.0,0.0,1964,57,75000.0
Bronx,0,0,0.0,0.0,1970,11,162000.0
Bronx,0,0,0.0,0.0,1970,11,153000.0
Bronx,0,0,0.0,0.0,1964,17,137500.0
Bronx,0,0,0.0,0.0,1964,17,359000.0
Bronx,0,0,0.0,0.0,1939,25,179900.0
Bronx,0,0,0.0,0.0,1939,25,145000.0
Bronx,1,0,0.0,0.0,2007,1001,2784765.0
Bronx,2,2,3675.0,2610.0,1920,68,575000.0
Bronx,0,19,52830.0,76527.0,1954,5,33000000.0
Bronx,3,2,4500.0,4952.0,1936,31,750000.0
Bronx,0,1,3000.0,5482.0,1933,44,782990.0
Bronx,0,3,5000.0,5000.0,1955,37,865000.0
Bronx,1,0,710.0,1824.0,1940,45,110000.0
Bronx,1,0,1916.0,2013.0,1990,212,429000.0
Bronx,1,0,2120.0,3076.0,1945,414,170000.0
Bronx,1,0,756.0,2176.0,1925,33,514000.0
Bronx,1,0,700.0,2193.0,1910,49,191100.0
Bronx,1,0,973.0,2360.0,1925,70,291500.0
Bronx,1,0,525.0,2500.0,1920,161,75000.0
Bronx,1,0,970.0,2322.0,1910,40,265000.0
Bronx,1,0,1000.0,2500.0,1920,38,160000.0
Bronx,1,0,1440.0,2500.0,1940,48,390000.0
Bronx,1,0,2200.0,3400.0,1930,5,202500.0
Bronx,1,0,1140.0,1925.0,1899,23,458784.0
Bronx,1,0,840.0,2500.0,1925,22,390000.0
Bronx,1,0,900.0,1950.0,1925,1,250000.0
Bronx,1,0,900.0,1950.0,1925,1,250000.0
Bronx,1,0,1400.0,2785.0,1920,13,455000.0
Bronx,1,0,1200.0,2244.0,1920,21,95000.0
Bronx,1,0,1060.0,7226.0,1930,16,185000.0
Bronx,1,0,1060.0,7226.0,1930,16,45000.0
Bronx,1,0,1020.0,3180.0,1940,18,45000.0
Bronx,1,0,2728.0,2500.0,1935,63,20000.0
Bronx,1,0,1500.0,2500.0,1940,24,371500.0
Bronx,1,0,1910.0,2500.0,1940,25,405000.0
Bronx,1,0,1335.0,2500.0,1920,61,390000.0
Bronx,1,0,1835.0,4200.0,1925,43,410000.0
Bronx,1,0,1185.0,3000.0,1945,5,420000.0
Bronx,1,0,1620.0,2500.0,1925,18,454000.0
Bronx,1,0,1448.0,2500.0,1930,6,232000.0
Bronx,1,0,1492.0,2500.0,1945,11,1.0
Bronx,1,0,1290.0,2825.0,1925,23,245000.0
Bronx,1,0,1525.0,2400.0,1955,4,382000.0
Bronx,1,0,1600.0,2500.0,1935,21,350000.0
Bronx,1,0,2225.0,4015.0,1935,22,377000.0
Bronx,1,0,2695.0,2500.0,1935,76,347295.0
Bronx,1,0,2260.0,2042.0,1935,43,313627.0
Bronx,1,0,1292.0,1942.0,1945,56,419000.0
Bronx,1,0,1292.0,1942.0,1945,56,219000.0
Bronx,1,0,1768.0,2500.0,1935,42,440000.0
Bronx,1,0,1430.0,1450.0,1925,18,225000.0
Bronx,1,0,1440.0,2881.0,1930,47,385000.0
Bronx,1,0,1440.0,2881.0,1930,47,355743.0
Bronx,1,0,870.0,2483.0,1920,53,242000.0
Bronx,1,0,1780.0,2500.0,1930,65,365000.0
Bronx,1,0,1392.0,2000.0,1920,10,375000.0
Bronx,1,0,1392.0,2000.0,1920,22,432000.0
Bronx,1,0,1792.0,2142.0,1920,48,410000.0
Bronx,2,0,1340.0,1088.0,1945,321,370000.0
Bronx,2,0,2794.0,4536.0,1939,22,539000.0
Bronx,2,0,2400.0,2643.0,2014,100,585493.0
Bronx,2,0,2400.0,2490.0,2014,101,524398.0
Bronx,2,0,2400.0,1725.0,2015,118,575311.0
Bronx,2,0,2400.0,1696.0,2015,121,364026.0
Bronx,2,0,2400.0,1696.0,2015,122,364026.0
Bronx,2,0,2400.0,1696.0,2015,123,364026.0
Bronx,2,0,2400.0,1696.0,2015,124,364026.0
Bronx,2,0,2400.0,1696.0,2015,125,364026.0
Bronx,2,0,2400.0,1952.0,2015,126,598221.0
Bronx,2,0,2400.0,1696.0,2015,128,585493.0
Bronx,2,0,2400.0,1696.0,2015,129,497874.0
Bronx,2,0,2400.0,1696.0,2015,130,544763.0
Bronx,2,0,2400.0,1696.0,2015,131,585493.0
Bronx,2,0,2400.0,1467.0,2015,132,585493.0
Bronx,2,0,1600.0,1952.0,2015,133,590330.0
Bronx,2,0,2400.0,1467.0,2014,149,550999.0
Bronx,2,0,2400.0,1467.0,2014,161,487000.0
